Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Type_of_Ownership,Industry,Sector,Revenue,Easy_Apply,Job_Description,Skills,Min_Salary,Max_Salary,Avg_Salary,Date
Research Analyst,$38K-$58K,3.1,HealthSense,"Chennai, TN","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,<1M,Yes,Store example only find peace. Left again billion your.,NLP;Python;PowerBI;Git,38000,58000,48000,2022-01-17
Data Scientist,$71K-$112K,3.6,HealthSense,"San Francisco, CA","Pune, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,<1M,No,Stuff one fish ask. Grow score floor soon field.,Python;Deep Learning;R;AWS,71000,112000,91500,2021-01-02
Senior Data Analyst,$71K-$77K,4.3,RetailEdge,"Hyderabad, TS","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,1M-10M,No,Receive parent yourself democratic. Avoid room seem dog.,NLP;SQL;Statistics;Python,71000,77000,74000,2016-07-01
Data Scientist,$47K-$81K,4.8,TechPulse,"Mumbai, MH","Bengaluru, KA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Product,10M-100M,Yes,Also tonight against easy site. Writer form cost stock sell scene defense.,Git;Tableau;Python;R;NLP;PowerBI,47000,81000,64000,2016-07-20
BI Analyst,$58K-$80K,,DataWorks,"Delhi, DL","Hyderabad, TS",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Research,<1M,No,West future season pay boy budget chance become. Business rest idea number education. Firm mind true necessary.,SQL;NLP;R;Statistics,58000,80000,69000,2016-05-16
Research Analyst,$47K-$71K,,DataWorks,"Mumbai, MH","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,<1M,Yes,Per positive business. Visit evidence suffer approach. Perform animal cost sea.,Deep Learning;AWS;Python;R;Statistics;Excel,47000,71000,59000,2017-11-05
BI Analyst,$60K-$117K,3.3,DataWorks,"Delhi, DL","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,100M-1B,Yes,Allow compare girl still process. Product size score beautiful serve soldier.,SQL;NLP,60000,117000,88500,2019-04-23
Data Scientist,$78K-$135K,,DataWorks,"Delhi, DL","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Analytics,1M-10M,No,Same network work state. Here son like. Statement option commercial way although challenge.,Statistics;Excel;PowerBI,78000,135000,106500,2024-05-08
BI Analyst,$49K-$93K,4.5,TechPulse,"Hyderabad, TS","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,>1B,Yes,You imagine life. Training best hotel clearly war.,Tableau;Spark,49000,93000,71000,2021-04-09
Senior Data Analyst,$97K-$144K,4.5,AnalyticaX,"Delhi, DL","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,10M-100M,Yes,Enter peace talk must short hard doctor. Word feel relate group main mean guess. Such state outside cultural whatever lead respond.,Deep Learning;AWS;Statistics;Python;Tableau,97000,144000,120500,2021-01-20
Research Analyst,$59K-$93K,,BioStats,"Chennai, TN","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,>1B,Yes,Poor exactly get itself senior. May boy address.,Deep Learning;AWS;Spark;NLP,59000,93000,76000,2016-05-01
Research Analyst,$31K-$71K,4.4,AnalyticaX,"Chennai, TN","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Analytics,>1B,No,Kind few prevent hear. Edge when eye determine suddenly yes challenge.,Statistics;Git,31000,71000,51000,2017-06-27
Research Analyst,$45K-$57K,3.3,TechPulse,"San Francisco, CA","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,<1M,Yes,Source leader turn case establish. Newspaper enter standard best movement do.,AWS;Spark;R;Deep Learning,45000,57000,51000,2023-05-01
Research Analyst,$83K-$101K,3.1,FinSight,"Delhi, DL","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,<1M,Yes,Effort because skill main meeting threat. Themselves read expect impact. Magazine traditional day turn major hit.,Deep Learning;Statistics;PowerBI,83000,101000,92000,2024-04-06
Senior Data Analyst,$82K-$104K,3.2,AnalyticaX,"Chennai, TN","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,>1B,Yes,Good officer price want. Role produce bit hard sea human least. Bank democratic thank sister want perhaps car word. Thousand why argue cause now group.,Deep Learning;Tableau,82000,104000,93000,2017-12-18
Data Scientist,$65K-$117K,,HealthSense,"Delhi, DL","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,1M-10M,Yes,Another health use rather policy government. Since work heavy play kitchen key approach. International son pattern value analysis worker director.,Python;PowerBI;Excel,65000,117000,91000,2017-04-21
Senior Data Analyst,$49K-$104K,,RetailEdge,"Hyderabad, TS","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,>1B,Yes,Pattern ability share. Table college she health.,Python;Tableau;R;NLP;SQL,49000,104000,76500,2024-06-11
Senior Data Analyst,$41K-$65K,3.4,RetailEdge,"San Francisco, CA","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,>1B,No,Receive fall seek price scientist coach cost fall. Board itself often top memory. Go skin little contain gas agreement agent.,Excel;Git;PowerBI;Python,41000,65000,53000,2018-09-13
Data Analyst,$62K-$99K,,RetailEdge,"Pune, MH","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Analytics,>1B,No,Ready scene challenge maybe. Live sign question many beautiful hotel.,Deep Learning;NLP;Tableau;Spark,62000,99000,80500,2017-03-02
Data Analyst,$83K-$115K,,TechPulse,"Bengaluru, KA","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,>1B,No,Door listen speak of sure organization loss. Talk process middle. Also final bill image response travel south.,Deep Learning;Tableau,83000,115000,99000,2016-06-06
Data Analyst,$94K-$122K,,DataWorks,"Bengaluru, KA","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,10M-100M,Yes,May gun run window bag. Rule leader issue third article wife. Hotel television win because.,R;Statistics;PowerBI;Tableau;Deep Learning,94000,122000,108000,2016-04-02
Senior Data Analyst,$83K-$130K,4.6,DataWorks,"Pune, MH","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,10M-100M,Yes,Author media no.,Deep Learning;Statistics;Python;PowerBI;R,83000,130000,106500,2021-01-22
Research Analyst,$44K-$71K,3.5,RetailEdge,"Chennai, TN","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,100M-1B,No,With weight produce customer body challenge lead. Rich road into lose act record last.,Statistics;PowerBI;Spark,44000,71000,57500,2016-06-02
Data Scientist,$77K-$121K,,DataWorks,"Delhi, DL","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,100M-1B,Yes,Exist sense resource less fire. Voice pull meet buy. Another inside leg be yourself.,Deep Learning;Git;Spark,77000,121000,99000,2024-02-12
BI Analyst,$84K-$101K,3.6,TechPulse,"Chennai, TN","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,>1B,No,Leader example western chair. Fill environmental way green never heavy your foreign. Low since beyond quite especially pull hundred.,PowerBI;Tableau;Excel;Spark,84000,101000,92500,2017-04-09
BI Analyst,$44K-$57K,,FinSight,"San Francisco, CA","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Product,100M-1B,Yes,Nothing control beautiful woman win to. Them game avoid call.,NLP;SQL;Python;Tableau;Deep Learning,44000,57000,50500,2017-07-05
Data Analyst,$68K-$114K,,DataWorks,"Bengaluru, KA","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,>1B,No,Community middle west tax. Discuss practice heart whom. Spend cause nation serve before natural arm.,Excel;Python;Git;NLP,68000,114000,91000,2016-02-25
Research Analyst,$37K-$66K,,BioStats,"Hyderabad, TS","Chennai, TN",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,>1B,No,Future part science somebody war.,Python;Deep Learning;Tableau;AWS;Git,37000,66000,51500,2020-08-28
Data Analyst,$59K-$103K,,HealthSense,"Pune, MH","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Product,100M-1B,No,South they piece religious local. Under people tree whose worry detail build fly. Read operation that issue.,PowerBI;Statistics;SQL;Python;AWS;Tableau,59000,103000,81000,2017-12-14
Research Analyst,$83K-$140K,3.8,HealthSense,"Hyderabad, TS","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,>1B,No,Another ok cultural without agree surface. Probably business maybe while up hope. Animal maybe personal be area simple.,Statistics;Spark;R,83000,140000,111500,2018-08-21
Research Analyst,$90K-$131K,,AnalyticaX,"Delhi, DL","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,1M-10M,Yes,Energy number follow government success mean now forget. How whatever thing rock land success represent effort.,NLP;Git;Tableau;Excel,90000,131000,110500,2024-08-03
BI Analyst,$88K-$123K,,AnalyticaX,"Chennai, TN","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Product,1M-10M,No,Small suggest catch draw wide order book. Food consumer figure.,Statistics;SQL;Deep Learning;Spark;Git;PowerBI,88000,123000,105500,2018-04-10
BI Analyst,$33K-$65K,,TechPulse,"Chennai, TN","Bengaluru, KA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,1M-10M,Yes,Administration million age identify. Lay skin available activity. Box without learn skill condition will pull.,Excel;Python;R,33000,65000,49000,2024-11-16
Data Scientist,$66K-$89K,4.1,FinSight,"Mumbai, MH","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,>1B,Yes,Animal try continue brother treatment stuff guess. Fact property center now clear.,Tableau;Spark;Deep Learning;Statistics,66000,89000,77500,2020-07-10
BI Analyst,$100K-$110K,4.0,TechPulse,"Mumbai, MH","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,100M-1B,Yes,Able listen ahead nation place indicate sort live. Enjoy must of kind. Hard Mr sea life other bag.,Tableau;Spark,100000,110000,105000,2022-10-17
Research Analyst,$30K-$52K,4.5,DataWorks,"Chennai, TN","Pune, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,100M-1B,No,Only city role citizen election off tree. State simply plan pretty suggest heart official role.,Git;Statistics,30000,52000,41000,2020-09-08
Data Analyst,$56K-$90K,4.0,DataWorks,"Hyderabad, TS","New York, NY",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,10M-100M,No,Story hot across program knowledge against task. Find ahead continue.,Deep Learning;AWS;Tableau,56000,90000,73000,2016-12-03
Data Analyst,$66K-$126K,,BioStats,"Chennai, TN","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Analytics,1M-10M,Yes,Kind man road relate bill I hold play. Cover strong possible. North glass necessary building become.,Tableau;NLP,66000,126000,96000,2019-03-19
Senior Data Analyst,$49K-$74K,4.4,RetailEdge,"Pune, MH","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,1M-10M,Yes,Stand quality hot our note popular family. Page arrive life myself.,Python;AWS;SQL;Excel,49000,74000,61500,2018-06-01
BI Analyst,$45K-$75K,3.3,AnalyticaX,"Bengaluru, KA","Bengaluru, KA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,1M-10M,Yes,Art law interview or upon drug rock. Themselves increase war. Lay expert interesting to response any become mention.,AWS;SQL,45000,75000,60000,2019-07-13
Data Scientist,$38K-$86K,3.2,DataWorks,"Hyderabad, TS","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,1M-10M,Yes,Year mention very south issue. Design way science build. Region blue court finally safe matter.,R;Excel;SQL;Git;Deep Learning,38000,86000,62000,2018-12-15
Senior Data Analyst,$48K-$68K,,BioStats,"Chennai, TN","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,100M-1B,Yes,Know three word. With better company response behind official someone. Four experience while decide bit discuss.,AWS;SQL;Spark,48000,68000,58000,2024-03-23
BI Analyst,$90K-$139K,2.7,RetailEdge,"San Francisco, CA","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,<1M,No,Meet speech major. Surface letter too ok future chair. Lose attention appear hair.,PowerBI;Python;Git;Tableau;Deep Learning;SQL,90000,139000,114500,2018-05-05
Data Scientist,$64K-$95K,,RetailEdge,"Chennai, TN","Bengaluru, KA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Analytics,10M-100M,No,Show range fact discussion project foot camera. Different idea true alone color see. Discover learn stock fast plant instead exist.,Spark;SQL;R;Deep Learning,64000,95000,79500,2024-10-09
Senior Data Analyst,$35K-$86K,,HealthSense,"Chennai, TN","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,10M-100M,Yes,Road staff majority executive agree mean trouble. Feel can break stop million. Specific same event suggest.,PowerBI;Python;AWS,35000,86000,60500,2018-12-22
Data Scientist,$35K-$83K,4.5,AnalyticaX,"New York, NY","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,>1B,Yes,Music company great write bar everything building.,NLP;PowerBI,35000,83000,59000,2023-10-13
Data Analyst,$66K-$75K,2.5,DataWorks,"Mumbai, MH","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,10M-100M,No,Whether until office group stop suffer. Money fight different six we explain total interest.,Spark;Deep Learning;Excel,66000,75000,70500,2022-12-01
Research Analyst,$88K-$114K,,Insightify,"Mumbai, MH","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,10M-100M,Yes,Piece detail wide mission society control second. Class born listen begin sister.,R;AWS;SQL;Excel;PowerBI;Deep Learning,88000,114000,101000,2023-04-07
BI Analyst,$95K-$132K,,BioStats,"Mumbai, MH","Delhi, DL",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,<1M,Yes,Rate song join concern. Sister want recent move organization every.,Tableau;Git,95000,132000,113500,2020-07-22
Data Scientist,$79K-$122K,,Insightify,"Pune, MH","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Analytics,>1B,Yes,From reflect wonder any pass short. Democrat success maintain particularly people father. Either parent financial. Follow change can fact.,NLP;PowerBI;SQL;Deep Learning;Tableau,79000,122000,100500,2023-11-15
Senior Data Analyst,$56K-$90K,4.2,FinSight,"Mumbai, MH","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,>1B,No,Time Democrat quality party mention available record. Prevent probably student charge will party.,NLP;Excel;R;Git;Spark;Deep Learning,56000,90000,73000,2017-11-14
Data Scientist,$54K-$113K,3.8,AnalyticaX,"New York, NY","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,100M-1B,No,Good training must part trial foot pick. Source decade everyone work animal character.,PowerBI;NLP;SQL,54000,113000,83500,2016-04-07
Data Analyst,$39K-$97K,,BioStats,"Delhi, DL","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Research,>1B,No,Into smile matter want so member father. Seem we rich.,Excel;Python,39000,97000,68000,2022-01-17
BI Analyst,$57K-$100K,,HealthSense,"Bengaluru, KA","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,>1B,No,Brother available government during. During travel race her.,NLP;Python;Statistics;R,57000,100000,78500,2019-05-05
Senior Data Analyst,$68K-$125K,,AnalyticaX,"San Francisco, CA","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,>1B,Yes,Dinner two three religious least. Hope evening success difficult ability.,Statistics;SQL;Excel;R;PowerBI,68000,125000,96500,2024-08-08
Data Scientist,$89K-$139K,,DataWorks,"San Francisco, CA","Mumbai, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,<1M,Yes,Building rise cold ten seven. See few environmental president most discover dream. Investment assume eight beat include.,PowerBI;Deep Learning;Excel,89000,139000,114000,2023-08-19
Senior Data Analyst,$65K-$120K,,TechPulse,"Chennai, TN","Pune, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,10M-100M,Yes,Good serve a enter goal sure apply our. Teach election from trade program. Recognize community reason this authority whose item.,Git;Spark;R,65000,120000,92500,2023-05-05
